title,title_furigana,title_en
犬神さんと猿飛くんは仲が悪い。,いぬがみさんとさるとびくんはなかがわるい,Inugami San To Sarutobi Kun Ha Naka Ga Warui
犬神さんと猫山さん,いぬがみさんとねこやまさん,Inugami san to Nekoyama san
いぬかみっ!,Inukami!,
犬神姫の徒,いぬがみひめのしもべ,Inugamihime no shimobe
犬ガンダム地上編,いぬがんだむちじょうへん,Inu GUNDAM chijouhen
いぬちゃん,Inuchan,
イヌっネコっジャンプ!,Inu Neko Jump!,
犬とハサミは使いよう,いぬとはさみはつかいよう,Inu to hasami wa tsukaiyou
いぬにほん印刷製版部,いぬにほんいんさつせいはんぶ,Inunihon insatsu seihanbu
犬のジュース屋さん,いぬのじゅーすやさん,Inu No Juice Ya San
犬のジュース屋さんZ,いぬのじゅーすやさんぜっと,Inu No Juice Ya San Z
いぬばか,Inubaka,
犬部! -ボクらのしっぽ戦記-,いぬぶ ぼくらのしっぽせんき,Inubu! -Bokura no shippo senki-
妖狐×僕SS(いぬぼくシークレットサービス),いぬぼくしーくれっとさーびす,Inu x Boku Secret Service
犬マユゲでいこう,いぬまゆげでいこう,INU-MAYUGE DE IKOU
いぬまるだしっ,Inu marudashi,
いぬみみ,INU-MIMI,
いぬやしき,Inuyashiki,
犬夜叉,いぬやしゃ,Inuyasha
犬を飼う,いぬをかう,Inu o kau
伊能栞の明治大正洋食記,いのうしおりのめいじたいしょうようしょくき,Inou Shiori no Meiji Taishou Youshoku ki
異能戦士,いのうせんし,INOSENSI
イノサン,Inosan,
イノサンRouge,いのさんるーじゅ,Inosan Rouge
いのちの器,いのちのうつわ,Inochi no utsuwa
生命のダイアリー,いのちのだいありー,Diary of the life
いのち短し恋せよおとめ,いのちみじかしこいせよおとめ,INOTIMIJIKASI KOISEYOOTOME
命を分けたきみと、人生最後の夢をみる,いのちをわけたきみとじんせいさいごのゆめをみる,Inochi o waketa kimi to jinsei saigo no yume o miru
井の頭ガーゴイル(イノヘッドガーゴイル),いのへっどがーごいる,INO-HEAD GARGOYLE
祈りと署名,いのりとしょめい,Prayer and Signature
EBE(イーバ),いーば,EBE
伊庭征西日記,いばせいせいにっき,Iba seisei nikki
イハーブの生活,いはーぶのせいかつ,The Life of Ichabod (Ichabod no seikatsu)
いばらの王,いばらのおう,King of thorn
いばらの冠,いばらのかんむり,Ibara no kanmuri
いびつ,Ibitsu,
歪のアマルガム,いびつのあまるがむ,Amalgam Of Distortion
イビツ(ヤングガンガン版),IBITSU (YOUNG GANGAN version),
イビルば〜じん,いびるばーじん,Evil Virgin
EVIL HEART(イビルハート),いびるはーと,EVIL HEART
イヴ愛してる,いぶあいしてる,Eve Ai shiteru
EVE〜new generation〜,いぶにゅーじぇねれーしょん,EVE new generation
イブニングパブのこりび,Evening Pub Nokoribi,
イヴの時間,いぶのじかん,Time of Eve (Eve no Jikan)
イヴの眠り,いぶのねむり,Sleeping EVU
いぶり暮らし,いぶりくらし,Iburi Gurashi
イフリート 断罪の炎人,いふりーと だんざいのえんじん,IFRIT
伊平さんの女房,いへいさんのにょうぼう,Mr.IHEI's wife
五佰年BOX,いほとせぼっくす,Ihotose Box
イボンヌと遊ぼう!,いぼんぬとあそぼう,Let's Play With Yvonne (Ybonne to Asobo!)
今井神短編集 呪力戦隊リクワイヤー!!,いまいかみたんぺんしゅう じゅりょくせんたいりくわいやー,IMAI KAMI shortstories Juryoku Sentai REQUIRE !!
いまさらノストラダムス,Imasara Nostradamus,
いまそかり,Imasokari,
今そこにある戦争,いまそこにあるせんそう,Imasokoniaru Sensou
旬(いまどき),いまどき,Imadoki
いまどきのこども,Imadoki no Kodomo,
いまどきのバンパイア,Imadoki no vampire,
居間には今外国人がいます。,いまにはいまがいこくじんがいます,Ima niwa ima gaikokujin ga imasu
忌まわしきクトゥルフ神話 インスマウスの影,いまわしきくとぅるふしんわ いんすまうすのかげ,Imawashiki Cthulhu Shinwa The Shadow Over Innsmouth
イマワノキワ,Imawanokiwa,
今際の国のアリス,いまわのくにのありす,Alice in Borderland
今際の路のアリス,いまわのみちのありす,Imawa no Michi no Alice
イムリ,Imuri,
妹〜あかね〜,いもうと あかね,Sister Akane
妹ガンダム,いもうとがんだむ,Imouto Gundam
妹・さっちゃん,いもうとさっちゃん,Imouto Sacchan
妹先生 渚,いもうとせんせいなぎさ,Hot to my samurai teacher! (Imouto sensei Nagisa)
妹たちにやかせたい!,いもうとたちにやかせたい,Imouto tachi ni Yakasetai
いもうとデイズ,Imoto Days,
妹はアメリカ人⁉,いもうとはあめりかじん,Imouto wa Amerika jin
妹はいいものだ,いもうとはいいものだ,Imouto wa iimono da
妹は思春期,いもうとはししゅんき,Imouto wa Shishunki
妹はひまわり組,いもうとはひまわり,Imotohahimawarigumi
妹本,いもうとぼん,Imoto bon
芋虫,いもむし,The Caterpillar (Imomushi)
イモリ201,いもり201,Imori 201
イヤハヤ南友,いやはやなんとも,Iyahaya nantomo
いよっおみっちゃん,Iyo Omitchan,
いらかの波,いらかのなみ,Wave of roofing tile
いらっしゃ〜せ。,いらっしゃーせ,Irassya-se.
ILLEGAL RARE(イリーガルレア),いりーがるれあ,Illegal rare
イリヤッド 入矢堂見聞録,いりやっどいりやどうけんぶんろく,Iriyadd
イリヤの空、UFOの夏,いりやのそら ゆーふぉーのなつ,"Iriya no sora , UFO no natsu"
医龍〜Team Medical Dragon〜,いりゅう,Team Medical Dragon
いるかちゃんヨロシク,Iruka chan yoroshiku,
イレギュラーハンターロックマンX,いれぎゅらーはんたーろっくまんえっくす,Irregular hunter Rockman X
イレブン,Eleven,
イレブンソウル,Eieven soul,
イロコイ,Irokoi,
彩りのころ,いろどりのころ,Irodori no koro
いろは坂、上がってすぐ。,いろはざかあがってすぐ,Iroha zaka agatte sugu
いろはと僕と,いろはとぼくと,Iroha to Boku to
色は匂へど,いろはにおえど,Iro ha nioedo
いろはにほう作,いろはにほうさく,IROHANIHOUSAKU
E-ROBOT,いーろぼっと,E-ROBOT
祝姫,いわいひめ,Iwaihime
いわせてみてえもんだ,Iwasetemiteemonda,
岩魚の帰る日,いわなのかえるひ,Iwana no kaeru hi
岩風呂くん,いわぶろくん,Iwaburokun
IWAMARU 岩丸動物診療譚,いわまる いわまるどうぶつしんりょうたん,IWAMARU IWAMARU DOUBUTSU SINRYO TAN
インコンニウスの城砦,いんこんにうすのじょうさい,Fort of Inkomniusu
殷周伝説 太公望伝奇,いんしゅうでんせつたいこうぼうでんき,The Legend of IN and SHYU
ib-インスタントバレット-,いんすたんとばれっと,Ib - Instant Bullet -
隕石少女 -メテオガール-,いんせきしょうじょ めておがーる,Meteo Girl
インセクツ,Insects,
インセクツR,いんせくつあーる,Insects R
インセクト,Insect,
インターウォール interw@//,いんたーうぉーる,Interwall
いんどあHappy,いんどあはっぴい,In door Happy.
インノサン少年十字軍,いんのさんしょうねんじゅうじぐん,Innosan Children's Crusade (Innosan syounen jyuujigun)
IS〈インフィニット・ストラトス〉(赤星健次版),いんふぃにっとすとらとす あかほしけんじばん,IS Infinite Stratos
IS<インフィニット・ストラトス> (結城焔版),いんふぃにっとすとらとす ゆうきほむらばん,Infinite stratos
Infini-T Force (インフィニティフォース) 〜未来の描線〜,いんふぃにてぃふぉーす みらいのびょうせん,Infini-T Force
インフェクション,Infection,
インプロ!,Improvisation (Impuro),
インベスターZ,いんべすたーぜっと,Investor Z
