title,title_furigana,title_en
風の戦士ダン,かぜのせんしだん,Dan A Fighter Of A Wind (Kaze No Senshi Dan)
風の大地,かぜのだいち,Kaze no daichi
旋風の橘,かぜのたちばな,The whirl of Tatibana
風の谷のナウシカ,かぜのたにのなうしか,Nausicaa Of The Valley Of The Wind
風の伝承者,かぜのでんしょうしゃ,Kaze no denshousha
風ノ華 魔龍八剣伝,かぜのはなまりゅうはっけんでん,Kaze no hana Maryuhakenden
風のフィールド,かぜのふぃーるど,FIERLDOFWIND
疾風のマウンド-山口高志物語-,かぜのまうんど やまぐちたかしものがたり,Kaze no maunndo Takasi Yamaguti story
風の又三郎,かぜのまたさぶろう,Mstsdsburo of the Wind (Kaze no Matasaburo)
風のマリオ,かぜのまりお,Kaze no Mario
風の宿,かぜのやどり,Hotel of wind
風光る,かぜひかる,Kaze hikaru
風光る/風光る〜甲子園,かぜひかる かぜひかる こうしえん,Kaze Hikaru
風より疾く,かぜよりはやく,Kaze yori hayaku
風を抜け!,かぜをぬけ,KAZEWONUKE
火線上のハテルマ,かせんじょうのはてるま,Hateruma on the fire line
火葬場のない町に鐘が鳴る時,かそうばのないまちにかねがなるとき,Kasouba no nai nachi ni kane ga narutoki
家族ゲーム,かぞくげーむ,Game family (Kazoku game)
家族スクランブル,かぞくすくらんぶる,Kazoku Scramble
家族戦隊ノック5,かぞくせんたいのっくふぁいぶ,Family squadron knock 5
家族の食卓,かぞくのしょくたく,Kazoku no shokutaku
家族のそれから,かぞくのそれから,Kazoku no sorekara
家族八景,かぞくはっけい,Kazoku Hakkei
ガタガール,Gata Girl,
片桐くん家に猫がいる,かたぎりくんちにねこがいる,Katagiri kun chi ni neko ga iru
カタコイカノン,Katakoi kanon,
片恋スクリーム,かたこいすくりーむ,Katakoi Scream
かたじけない,Katajikenai,
かたつむりちゃん,Katatsumuri chan,
片道切符,かたみちきっぷ,Katamichi kippu
片目猿,かためざる,Katamezaru
かためで!,Katamede!,
片翼のクロノスギア,かたよくのくろのすぎあ,The promise of engage
ガダラの豚,がだらのぶた,Gadara no buta
カタリベ,Kataribe,
ガタロ,Gataro,
画太郎先生ありがとう―いつもおもしろい漫画を描いてくれて…,がたろうせんせいありがとういつもおもしろいまんがをかいてくれて,Gatarou-sensei arigatou itsumo omoshiroi manga o kaitekurete
画太郎先生だぁ〜い好き,がたろうせんせいだぁーいすき,Gatarou Sensei Daaisuki
家畜人ヤプー(江川達也版),かちくじんやぷー,Kachikujin Yapoo written by Tatsuya Egawa
ガチャガチャ,GACHAGACHA,
ガチャフォース,Gacha Force,
課長王子外伝,かちょうおうじがいでん,Legend Of Black Heaven-Supplementary Biography
課長と私のおかず道,かちょうとわたしのおかずどう,Kachou to watashi no okazu dou
課長バカ一代,かちょうばかいちだい,Kachou Baka Ichidai
花鳥風月紆余曲折,かちょうふうげつうよきょくせつ,Kachoufuugetsu Uyokyokusetsu
課長令嬢,かちょうれいじょう,Kacho Reijo
ガチンコッ!,GACHINKO,
KATSU!,かつ,WIN!
かつあげ君(三丁目の暗黒街),かつあげくん さんちょうめのあんこくがい,Katsuage kun
学活!!つやつや担任,がっかつつやつやたんにん,Gakkatsu tsuyatsuya tannin
担ぎ屋どおも,かつぎやどおも,Katsugiya Doomo
学級王ヤマザキ,がっきゅうおうやまざき,Gakkyuou yamazaki
学糾法廷,がっきゅうほうてい,Gakkyuu houtei
がっくんチョ,Gakkuncho,
活撃 刀剣乱舞,かつげき とうけんらんぶ,Katsugeki Touken ranbu
学研まんがひみつシリーズ,がっけんまんがひみつしりーず,Gakken manga himitsu series
かっこいいスキヤキ,Groovy Sukiyaki,
学校怪談,がっこうかいだん,School Horror Tales
がっこうぐらし!,Gakkou gurashi!,
学校菜園おけらば,がっこうさいえんおけらば,OKERABA
学校のおじかん,がっこうのおじかん,School times
学校の怪談,がっこうのかいだん,Gakkou no Kaidan
学校の怖い噂,がっこうのこわいうわさ,Gakkou no kowai uwasa
学校のせんせい,がっこうのせんせい,Gakkou no Sensei
(仮)メイド喫茶マンドリル,かっこかりめいどきっさまんどりる,Temporary maid cafe mandrill
カッコカワイイ宣言!,かっこかわいいせんげん,Kakko Kawaii Sengen!
カツシン〜さみしがりやの天才〜,かつしん さみしがりやのすたー,Katsushin Samishigariya no Star
合体ロボット アトランジャー,がったいろぼっとあとらんじゃー,Yunizonrobot Atranjer
かっちぇる♪,かっちぇる,Katchel
ガッチャガチャ,Gatutya gatya,
甲冑の戦士雅武,かっちゅうのせんし がむ,Armor finghter Gamu
GUT's,がっつ,GUT's
ガッツ乱平,がっつらんぺい,GUT'S RANPEI
かつて神だった獣たちへ,かつてかみだったけものたちへ,Katsute Kami Datta Kemono Tachi He
ガッデス,Godeath,
勝手にALIVE,かってにあらいぶ,Katte ni ALIVE
かってに改蔵,かってにかいぞう,Katteni Kaizou
勝手にジャンキィロード,かってにじゃんきぃろーど,Katte ni Junkie road
かってにシロクマ,Kattenishirokuma,
かつて魔法少女と悪は敵対していた。,かつてまほうしょうじょとあくはてきたいしていた,"This is the first,and probably final,loose hostile relation."
カットイン・タートルズ,Cut in Turtles,
かっとばせ!キヨハラくん,Kattobase kiyohara-kun,
かっとび一斗,かっとびいっと,Kattobi Itto
かっとび!童児,かっとびどうじ,KATTOBI DOUJI
かっとびハート,KATTOBI HEART,
カッパ天国,かっぱてんごく,Kappa paradise (Kappa Tengoku)
カッパときのこ,KAPPA to KINOKO,
カッパの飼い方,かっぱのかいかた,How to breed kappas
河童の三平,かっぱのさんぺい,Kappa no Sanpei
河童レボリューション,かっぱれぼりゅーしょん,Kappa revolution
喝 風太郎!!,かつふうたろう,Katsu Huutaro
KAPPEI,かっぺい,KAPPEI
カッペ893,かっぺはちきゅうさん,Kappe893
かつみ,Katsumi,
カツラアキラ,Katsuraakira,
桂正和コレクション,かつらまさかずこれくしょん,Katsura Masakazu Collection
護衛神エイト,がーでぃあんえいと,Guardian Eight
ガーディアンズ・オブ・ギャラクシー Galaxy Rush,がーでぃあんずおぶぎゃらくしー ぎゃらくしーらっしゅ,Guardians of the Galaxy : Galaxy Rush
ガーディアン・ドッグ,Guardian Dog,
家庭にほえろ,かていにほえろ,HARD BOILED FAMILY
家庭教師ヒットマン REBORN!,かてきょーひっとまんりぼーん,Katekyo Hitman REBORN!
かてきょん,Katekyon,
カテキン,Katekin,
Garden,がーでん,Garden
がーでん姉妹,がーでんしすたーず,Garden Sisters
家電探偵は静かに嗤う。,かでんたんていはしずかにわらう,Kaden Tantei ha shizuka ni warau
カーテンは今夜も青い,かてんはこんやもあおい,The Curtain Remains Blue Tonight (Curtain wa konya mo aoi)
駈斗戦士仮面ライダーズ,かーどうぉりあーかめんらいだーず,Card Warrior Masked Riders
カードキャプターさくら,Card Capter Sakura,
カードキャプターさくら クリアカード編,かーどきゃぷたーさくら くりあかーどへん,Card captor Sakura
香取センパイ,かとりせんぱい,Katori Senpai
ガートルードのレシピ,The Recipe for Gertrude(Gartorudo no Reshipi),
ガードレールと少女 清野とおる漫画短変集,がーどれーるとしょうじょ せいのとおるまんがたんぺんしゅう,Guardrail and girl Toru Seino anthology
叶えてアイゼン,かなえてあいぜん,Kanaete Aizen
かなえるLoveSick,かなえるらぶしっく,Kanaeru love sick
神奈川磯南風天組,かながわいそなんふうてんぐみ,Team Fuuten Isonan Kanagawa
悲しいぜっ,かなしいぜっ,It's sad.
かなたかける,Kanatakakeru,
彼方から,かなたから,Kanata kara
彼方のアストラ,かなたのあすとら,Astra lost in space
カナ-丹花の闘牌-,かな たんかのとうはい,KANA Tanka no Touhai
奏 〜かなで〜,かなで,KANADE
かなみ育成中!,かなみいくせいちゅう,Kanami ikuseichuu!
かなめけ,Kanameke,
かなめも,Kanamemo,
カナリアたちの舟,かなりあたちのふね,Kanaria Tachi No Fune
かなり桃たろう,かなりももたろう,KANARI MOMOTAROH
CANAAN,かなん,CANAAN
蟹工船,かにこうせん,The Factory Ship (Kani kosen)
カニの赤槍,かにのあかやり,KANI's RED LANCE
カーニヴァル,Karneval,
カニミソ,KANIMISO,
金田夫妻,かねだふさい,Kaneda and his wife.( Kaneda fusai )
鐘〜土田世紀秘蔵作品集〜,かね つちだせいきひぞうさくひんしゅう,Bell ~ Seiki Tsuchida treasure collection ~
かのこん,KANOKON,
彼女、お借りします,かのじょおかりします,Kanojo okarishimasu
彼女と彼女の猫,かのじょとかのじょのねこ,Kanojo to kanojo no neko
彼女とカメラと彼女の季節,かのじょとかめらとかのじょのきせつ,Kanojo to CAMERA to Kanojo no kisetsu
彼女の鍵を開ける方法,かのじょのかぎをあけるほうほう,Kanojo no kagi o akeru houhou
彼女のカレラ My Favorite Carrera,かのじょのかれら,My Favorite Carrera
彼女のひとりぐらし,かのじょのひとりぐらし,Kanojo no Hitorigurashi
彼女のひとりぐらし ツーアウト満塁,かのじょのひとりぐらしつーあうとまんるい,Kanojo no Hitorigurashi Tsuu Auto Manrui
彼女の魅力は三角筋?,かのじょのみりょくはさんかくきん,Kanojo no Miryoku wa Sankaku-Kin
カノジョは官能小説家,かのじょはかんのうしょうせつか,Kanojo Ha Kannou Shousetsuka
彼女はデリケート,かのじょはでりけーと,KANOJOHADERIKEET
彼女はろくろ首,かのじょはろくろくび,Kanojo ha RokuroKubi
彼女を守る51の方法,かのじょをまもるごじゅういちのほうほう,Kanojo Wo Mamoru 51 No Houhou
Kanon,かのん,Kanon
カノン(手塚治虫),Kanon(Teduka Osamu),
がばい〜佐賀のがばいばあちゃん〜,がばい さがのがばいばあちゃん,GABAI
カバチタレ,Kabachitare,
カバディ7,かばでぃせぶん,Kabaddi
かばどんとなおみちゃん,Kabadon And Naomi,
ガーフィールド,Garfield,
カフェ☆グリーフシードへようこそ!,かふぇぐりーふしーどへようこそ,Cafe Grief seed e youkoso
カフェスイートココマジック,Cafe sweet coco magic,
カフカ Classics in Comics,かふか くらしっくす いん こみっくす,Kafka Classics in Comics
カフカの「城」他三篇,かふかのしろほかさんぺん,Castle of Kafka and other three parts
かぶき姫 天下一の女,かぶきひめ てんかいちのひと,Kabukihime Tenkaichi no Hito
カブキブ!,Kabukibu!,
株式会社大山田出版仮編集部員 山下たろーくん(シリーズ),かぶしきがいしゃおおやまだしゅっぱんかりへんしゅうぶいんやましたたろーくん,Kabushikigaisha Oh-Yamada Shuppan Karihenshuubuin Yamashita-Taro kun
CUFFS-カフス-傷だらけの地図,かふす きずだらけのちず,CUFFS
兜の花,かぶとのはな,Kabuto no Hana
かぶとむしのろでお,Kabutomushinorodeo,
カブのイサキ,Kabu no isaki,
ガブリン,Goblin,
カブルモン,Kaburumon,
壁ぎわ税務官,かべぎわぜいむかん,Kabegiwa zeimukan
capeta (カペタ),かぺた,Capeta
かへたんていぶ,KAHETANTEIBU,
